,symbol,trades,Name,sector,industry,Qtype,price,Day_pcnt_change,bid,ask,bidsize,asksize,marketCap,ADV_3months,ADV_10days,beta,NextEarningsDate,SharesOutstanding,FloatShares,HeldInsidersPercent,HeldInstitutionsPercent,SharesShort,ShortRatio,ShortPercentFloat,PE_TTM,PEGRatio,PriceToSales,PriceToBookRatio,Unnamed: 27,ROE,DtoEq,PayoutRatio,price_lvl,ADV_3months_lvl,marketCap_lvl
3933,INGN,46,"Inogen, Inc.",Healthcare,Medical Devices,EQUITY,54.48,2.831257,54.6,54.93,800,800,1204966784.0,180501.0,184542.0,0.961579,11/4/20,22117600.0,18383746,0.012970001,0.97963995,1146513,6.66,0.119899996,53.556521999999994,-14.33,3.844502,3.4182458,,-0.00599,2.967,0,47.435,0.0,509925.50000000006
3934,LAZ,46,Lazard Ltd,Financial Services,Capital Markets,EQUITY,41.59,-1.7017282,41.59,42.63,900,1100,4368281088.0,655393.0,704714.0,1.60779,,105032000.0,103852144,0.03001,0.70963997,3058891,5.03,0.030199999,53.556521999999994,1.8,1.7022783,4.8952446,,0.47911,229.1,0.73730004,31.96,509925.50000000006,809898.5
3935,EMO,46,ClearBridge Energy Midstream Opportunity Fund Inc,Financial Services,Asset Management,EQUITY,16.41,2.884013,16.39,16.42,800,800,227562384.0,114687.0,56214.0,0,1/8/21,14342800.0,0,0,0.2924,18045,0.15,0,53.556521999999994,0,0,0,,0,0,0,15.61,59853.5,0.0
3936,EAR,46,"Eargo, Inc.",Healthcare,Medical Devices,EQUITY,70.31,9.210936,65.57,70.72,800,3200,2684892672.0,367069.0,317742.0,0,11/19/20,37506500.0,16878821,0.01128,0.54423,1813967,4.2,0.1585,53.556521999999994,1.02,46.78247,0,,-1.3506799,31.072,0,47.435,341792.0,809898.5
3937,EC,46,Ecopetrol S.A.,Energy,Oil & Gas Integrated,EQUITY,12.37,1.9785636999999998,12.15,12.36,3100,1300,25430616064.0,1075096.0,1515957.0,1.101626,,2055830016.0,233830643,0,0.01929,7431086,9.05,0,53.556521999999994,-3.01,0,1.4024943,,0.10551,93.532,1.3476,12.1,809898.5,2366883.0
3938,ENSG,46,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities,EQUITY,84.46,0.7635401999999999,55.0,98.0,800,900,4619598848.0,266569.0,284828.0,0,2/3/21,54241800.0,50845542,0.05732,0.82918,882248,2.89,0.0277,53.556521999999994,1.63,1.922753,5.5569444,,0.23246,136.149,0.066199996,77.30000000000001,214462.99999999997,1286014.0
3939,STRL,46,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,EQUITY,22.73,3.224337,0.0,0.0,1000,800,638742528.0,378645.0,365685.0,1.38207,11/3/20,28101300.0,25344578,0.02723,0.87376,1687863,3.53,0.061300002,53.556521999999994,1.31,0.4476975,2.477924,,0.26814,161.338,0,21.47000000000001,341792.0,214462.99999999997
3940,BCYC,46,Bicycle Therapeutics plc,Healthcare,Biotechnology,EQUITY,28.24,-6.644628999999999,24.0,30.95,800,800,601647552.0,103820.0,128628.0,0,11/5/20,21304800.0,6460681,0.29896,0.4285,353300,2.72,0,53.556521999999994,0,50.887894,5.3032866,,-0.37078997,14.382,0,21.47000000000001,59853.5,214462.99999999997
3941,STC,46,Stewart Information Services Corporation,Financial Services,InsuranceÑProperty & Casualty,EQUITY,49.57,2.991894,0.0,0.0,1000,800,1324475648.0,195224.0,159057.0,1.03842,2/10/21,26719300.0,26364776,0.01543,0.97037005,570625,2.85,0.0252,53.556521999999994,1.75,0.62723583,1.4032158,,0.12673001,23.529,0.3053,47.435,0.0,509925.50000000006
3943,APAM,46,Artisan Partners Asset Management Inc.,Financial Services,Asset Management,EQUITY,53.72,0.88263136,53.7,55.25,800,2200,4311008768.0,460795.0,662814.0,1.889541,,63100000.0,56229041,0.04736,0.87125,2012160,4.22,0.038,53.556521999999994,0.55,4.7921395,17.746944,,1.32287,102.528,0.8206,47.435,341792.0,809898.5
3944,MCFT,46,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,EQUITY,28.82,4.6857934000000006,28.83,30.0,800,800,546205312.0,170864.0,128428.0,2.297225,2/10/21,18952300.0,16822853,0.12097,0.85706,828457,4.53,0.044499997,53.556521999999994,1.15,1.5298626,9.269861,,-0.32997,164.571,0,21.47000000000001,0.0,214462.99999999997
3946,CHKP,46,Check Point Software Technologies Ltd.,Technology,SoftwareÑInfrastructure,EQUITY,117.65,-0.5158130999999999,116.69,119.0,800,1100,16494530560.0,1165451.0,1715942.0,0.675026,,140200000.0,107471319,0.21675,0.79203004,10874160,8.23,0.099,53.556521999999994,3.03,7.9880533,4.6535087,,0.24068001,0,0,77.30000000000001,809898.5,2366883.0
3948,MHK,46,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",EQUITY,153.1,0.38027918,152.95,152.94,800,800,10900505600.0,580114.0,391671.0,1.521878,2/11/21,71198600.0,58480411,0.18751,0.7708,1463372,2.73,0.0307,53.556521999999994,4.63,1.1677097,1.3357414,,0.06678,36.137,0,77.30000000000001,509925.50000000006,2366883.0
3950,ZYME,46,Zymeworks Inc.,Healthcare,Biotechnology,EQUITY,41.54,2.8727088,0.0,0.0,1000,1000,1908592768.0,537675.0,911566.0,1.048812,,45945900.0,37994849,0.09847999,0.78806996,881597,2.36,0.019299999,53.556521999999994,-1.15,75.89442,4.400424,,-0.57935,1.846,0,31.96,509925.50000000006,509925.50000000006
3951,SEER,46,"Seer, Inc.",Healthcare,Biotechnology,EQUITY,63.46,-3.702583,0.0,0.0,900,1000,3865418240.0,489860.0,615185.0,0,,55045300.0,6250140,0.27865,0.26749,1620219,5.09,0.0369,53.556521999999994,0,10225.975,0,,0,0,0,47.435,341792.0,809898.5
3953,BLX,46,"Banco Latinoamericano de Comercio Exterior, S.A",Financial Services,BanksÑRegional,EQUITY,15.71,1.2242241000000003,12.0,18.0,1300,800,622152128.0,119367.0,159471.0,1.41889,2/12/21,39614000.0,30821970,0,0.44436002,297613,3.18,0,53.556521999999994,0,5.7158933,0.6076194,,0.06875,0,0.72160006,15.61,59853.5,214462.99999999997
3954,QRHC,46,Quest Resource Holding Corporation,Industrials,Waste Management,EQUITY,2.88,2.127666,0.0,0.0,3000,1000,52937860.0,44117.0,37614.0,1.259871,,18381200.0,9636174,0.26829,0.42529,26280,0.35,0.0023,53.556521999999994,2.72,0.563399,0.79317,,0.01477,8.178,0,2.65,18242.0,18242.0
3955,PKG,46,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,EQUITY,133.03,-0.20255384,0.0,0.0,900,900,12615341056.0,605945.0,831400.0,0.996798,,94830800.0,92733870,0.014199999,0.91723,1164685,1.82,0.016,53.556521999999994,3.5,1.8947074,3.9078197,,0.1469,85.334,0.69629997,77.30000000000001,509925.50000000006,2366883.0
3956,TDC,46,Teradata Corporation,Technology,Information Technology Services,EQUITY,48.25,30.12405,0.0,0.0,800,900,5273724928.0,1258285.0,3042557.0,1.136606,,109300000.0,107724249,0.01872,1.05426,20794418,19.83,0.2992,53.556521999999994,3.33,2.872399,13.161485,,0.38973,160.75,0,47.435,809898.5,1286014.0
3958,OFC,45,Corporate Office Properties Trust,Real Estate,REITÑOffice,EQUITY,27.03,0.25964987,0.0,26.99,1100,900,3032090368.0,775611.0,689028.0,1.067769,,112175000.0,111362102,0.00332,1.01859,1818488,2.74,0.0255,53.556521999999994,3.4,4.960962,1.8190995,,0.05933,123.735,1.2644,21.47000000000001,509925.50000000006,809898.5
3960,MOD,45,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,EQUITY,14.8,6.859204300000001,14.7,15.0,800,800,761035264.0,475150.0,279800.0,2.807897,2/4/21,51421300.0,49508405,0.04433,0.91793,787521,2.04,0.016,53.556521999999994,1.8,0.43083972,2.2145743,,-0.45154998,121.027,0,12.1,341792.0,341792.0
3961,AOS,45,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,EQUITY,61.38,2.3000019,60.81,62.57,1200,800,9910905856.0,1138762.0,2369742.0,1.036819,,135430000.0,133698328,0.00926,0.96533996,3903000,4.14,0.033,53.556521999999994,2.87,3.4231014,5.4084063,,0.19624001,7.986,0.4623,47.435,809898.5,1286014.0
3963,FFIV,45,"F5 Networks, Inc.",Technology,SoftwareÑInfrastructure,EQUITY,205.79,3.3393562000000006,196.0,205.76,900,1100,12683639808.0,764812.0,1338471.0,1.120064,,61633900.0,58183073,0.00364,0.9953,3170734,5.25,0.0581,53.556521999999994,3.14,5.271377,5.281135,,0.13696,29.646,0,175.005,509925.50000000006,2366883.0
3964,APPF,45,"AppFolio, Inc.",Technology,SoftwareÑApplication,EQUITY,167.0,5.857002,167.0,166.97,900,800,5732809216.0,153037.0,225642.0,1.136072,,18098300.0,14635480,0.04606,0.78287005,837292,5.32,0.0498,53.556521999999994,1.55,18.796959,20.139894,,0.79693,12.223,0,77.30000000000001,0.0,1286014.0
3965,AMX,45,"Amrica Mvil, S.A.B. de C.V.",Communication Services,Telecom Services,EQUITY,13.51,-0.07396618,13.21,13.7,2900,4000,45126238208.0,3026195.0,4834642.0,0.371138,,3340209920.0,1548351558,0,0.110360004,5374923,2.23,0,53.556521999999994,2.1,0,6.0855856,,0.14571999,353.036,0.33990002,12.1,2366883.0,6831108.0
3966,USM,45,United States Cellular Corporation,Communication Services,Telecom Services,EQUITY,34.05,1.5205674,0.0,0.0,800,1800,2929508864.0,148661.0,147271.0,0.689967,,53029600.0,15057073,0.71661,0.28030002,813878,6.07,0.054,53.556521999999994,0.38,0.7294594,0.66413105,,0.056760002,69.883,0,31.96,0.0,809898.5
3967,RVNC,45,"Revance Therapeutics, Inc.",Healthcare,Biotechnology,EQUITY,29.97,4.716975700000001,0.0,0.0,900,800,1994479488.0,500854.0,537685.0,1.241728,,66549200.0,58215886,0.018550001,0.80374,4087391,7.89,0.0692,53.556521999999994,-0.52,465.89102,5.3527412,,-0.95054,54.947,0,21.47000000000001,341792.0,509925.50000000006
3968,FRLN,45,Freeline Therapeutics Holdings plc,Healthcare,Biotechnology,EQUITY,15.7,-9.87371,15.82,17.0,1100,1000,545491776.0,16554.0,4571.0,0,,34744700.0,33172248,0,0.28744,79661,5.05,0,53.556521999999994,0,0,0,,0,0,0,15.61,0.0,214462.99999999997
3969,NTIP,45,"Network-1 Technologies, Inc.",Technology,Communication Equipment,EQUITY,3.49,1.3945409,0.0,0.0,1000,2900,83875520.0,27303.0,8242.0,0.278014,11/12/20,24033100.0,13173490,0.46539003,0.14609,12711,0.42,0.0009,53.556521999999994,0,14.772018,1.6563834,,-0.022149999,0,0,2.65,18242.0,18242.0
3970,TESS,45,TESSCO Technologies Incorporated,Technology,Communication Equipment,EQUITY,8.26,0.36452842,0.0,0.0,1000,1100,72919864.0,54169.0,91928.0,1.097652,2/2/21,8828070.0,5092073,0.25104,0.62114,55681,0.9,0.0118,53.556521999999994,-0.55,0.1397652,0.90709424,,-0.31082,48.128,0,5.51,18242.0,18242.0
3972,HOLI,45,Hollysys Automation Technologies Ltd.,Industrials,Electrical Equipment & Parts,EQUITY,15.12,0.3984028,15.0,15.48,1000,800,915320960.0,255709.0,258271.0,1.003201,,60537100.0,55519784,0.09413999,0.89054,549563,2.38,0.0105,53.556521999999994,0.47,1.7962791,0.8866995,,0.07127,2.154,0.18100001,12.1,214462.99999999997,341792.0
3973,MBUU,45,"Malibu Boats, Inc.",Consumer Cyclical,Recreational Vehicles,EQUITY,78.68,4.627664599999999,76.2,79.31,800,900,1618321664.0,199759.0,230985.0,1.869263,2/9/21,20720700.0,19295514,0.026889998,1.05319,1488860,7.23,0.0729,53.556521999999994,1.02,2.4443471,5.8445997,,0.28083,31.478,0,77.30000000000001,0.0,509925.50000000006
3974,CHH,45,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,EQUITY,107.04,0.28105965,100.0,107.92,800,900,5936235008.0,271583.0,346100.0,1.483457,2/17/21,55458100.0,46646621,0.38627997,0.59192,1621427,7.62,0.0402,53.556521999999994,-18.8,6.993984,0,,0,0,0.2296,77.30000000000001,214462.99999999997,1286014.0
3975,BSBR,45,Banco Santander (Brasil) S.A.,Financial Services,BanksÑRegional,EQUITY,7.52,-2.8423748,7.51,7.52,3100,2200,27736920064.0,1332341.0,2001857.0,0,,7460870144.0,366999457,0.00025,0.00679,5538512,5.51,0,53.556521999999994,1.47,0,1.1724353,,0.15342,0,1.4353999,5.51,1286014.0,2366883.0
3976,ELMD,45,"Electromed, Inc.",Healthcare,Medical Devices,EQUITY,10.91,1.3940485,10.86,10.95,1000,1100,93893424.0,60174.0,52885.0,0.594983,2/9/21,8606180.0,6874531,0.14297,0.46835,229521,5.02,0.0322,53.556521999999994,2.89,2.91845,3.0432355,,0.12735,0.199,0,9.36,59853.5,18242.0
3977,PHR,45,"Phreesia, Inc.",Healthcare,Health Information Services,EQUITY,77.29,3.6614854,0.0,0.0,900,900,3413350656.0,456614.0,407900.0,0,12/9/20,44162900.0,42105305,0.059520002,0.87744004,1888338,4.37,0.0538,53.556521999999994,0,24.436058,12.622897,,-0.12287,12.091,0,47.435,341792.0,809898.5
3978,MDWD,45,MediWound Ltd.,Healthcare,Biotechnology,EQUITY,5.79,-4.297524500000001,5.7,5.8,2200,900,157133648.0,127677.0,191700.0,1.531483,11/10/20,27212800.0,17122834,0.42766,0.18853001,22278,0.13,0.0017,53.556521999999994,-0.13,7.6531096,18.264984,,-0.8222,35.082,0,5.51,0.0,59853.5
3979,RDI,45,"Reading International, Inc.",Communication Services,Entertainment,EQUITY,6.69,7.2115436,0.0,0.0,2200,1200,172096240.0,116211.0,131114.0,1.962646,11/11/20,20068600.0,14500625,0.20491,0.45848,305468,2.94,0.0218,53.556521999999994,0,1.306501,1.685988,,-0.59587,560.89,0,5.51,59853.5,59853.5
3981,GLPG,45,Galapagos NV,Healthcare,Biotechnology,EQUITY,107.37,1.9270993000000003,107.31,107.33,900,800,6985782272.0,256929.0,236428.0,0.311702,,65411800.0,41957968,0,0.1177,697089,1.79,0,53.556521999999994,-21.15,0,4.2117443,,-0.13836999,1.072,0,77.30000000000001,214462.99999999997,1286014.0
3983,ASUR,45,"Asure Software, Inc.",Technology,SoftwareÑApplication,EQUITY,8.69,-5.4406967,7.9,9.7,800,1400,164776304.0,116277.0,86557.0,1.184631,11/9/20,18961600.0,12766405,0.122480005,0.64919996,1356683,7.72,0.08930001,53.556521999999994,1.48,2.4708538,1.0580785,,-0.33437002,24.078,0,5.51,59853.5,59853.5
3984,HPP,45,"Hudson Pacific Properties, Inc.",Real Estate,REITÑOffice,EQUITY,25.15,1.6983426,21.0,26.71,1000,1200,3826446592.0,1665958.0,1399300.0,0.993062,2/17/21,152144992.0,140393722,0.0198,1.0161799,7001842,4.32,0.0654,53.556521999999994,21.44,4.679873,1.1840867,,0.00926,87.646,6.6667,21.47000000000001,1286014.0,809898.5
3985,DSWL,45,"Deswell Industries, Inc.",Technology,Electronic Components,EQUITY,3.25,-0.9146333000000001,3.0,3.27,1000,800,51724400.0,12000.0,10642.0,0.417822,11/10/20,15915200.0,5449696,0.65758,0.03137,855,0.08,0.0001,53.556521999999994,0,0.9345813,0.6431823,,-0.0126,0,0,2.65,0.0,18242.0
3986,CPLG,45,CorePoint Lodging Inc.,Real Estate,REITÑHotel & Motel,EQUITY,8.0,2.5641,7.99,15.8,800,800,465288000.0,146914.0,160200.0,1.9658,,58161000.0,38947537,0.02649,0.84292,833710,6.21,0.0214,53.556521999999994,0.17,0.93997574,0.5196492,,-0.27858,100.445,0,5.51,0.0,214462.99999999997
3987,GATO,45,"Gatos Silver, Inc.",Basic Materials,Other Precious Metals & Mining,EQUITY,15.4,5.3351555,15.35,15.39,1000,900,911419712.0,698020.0,1456171.0,0,,59183100.0,34060452,0.00926,0.696,778787,0.86,0.024,53.556521999999994,0,0,0,,0,12.81,0,12.1,509925.50000000006,341792.0
3988,TLND,45,Talend S.A.,Technology,SoftwareÑInfrastructure,EQUITY,50.27,3.2450232999999997,0.0,0.0,1200,800,1596741120.0,266269.0,354728.0,0.80192,2/10/21,31763300.0,24694725,0.028199999,0.88315004,1326776,5.15,0,53.556521999999994,-1.63,5.785022,103.43622,,-3.0032902,1155.285,0,47.435,214462.99999999997,509925.50000000006
3989,VRCA,45,Verrica Pharmaceuticals Inc.,Healthcare,Biotechnology,EQUITY,15.06,7.8796587,0.0,0.0,2900,800,389534432.0,78258.0,121685.0,2.333014,11/9/20,25814500.0,9126139,0.48851,0.34684,1595778,21.92,0.129,53.556521999999994,0.1,0,9.940595,,-0.67405,94.37,0,12.1,59853.5,0.0
3990,ASC,45,Ardmore Shipping Corporation,Industrials,Marine Shipping,EQUITY,3.96,5.31915,3.9,3.9,1100,1000,131809792.0,334400.0,378242.0,1.07524,2/10/21,33285300.0,0,0,0.87026,819299,3.34,0.024600001,53.556521999999994,1.93,0.55146545,0.38812113,,0.04651,120.105,0.1087,2.65,214462.99999999997,59853.5
3991,MNPR,45,Monopar Therapeutics Inc.,Healthcare,Biotechnology,EQUITY,8.38,6.075949700000001,8.09,8.45,900,900,95969440.0,79309.0,376442.0,0,11/12/20,11452200.0,3044790,0.73457,0.00682,24031,0.39,0.0075,53.556521999999994,0,0,16.827309,,-0.48678002,0.7,0,5.51,59853.5,18242.0
3992,SINA,45,SINA Corporation,Communication Services,Internet Content & Information,EQUITY,42.44,-0.6321715,0.0,0.0,900,1100,2535098112.0,927933.0,312014.0,0.977054,,59733700.0,47000723,0.14669,0.66190004,6228695,8.06,0.1238,53.556521999999994,8.57,1.2085956,1.0792116,,0.01656,50.739,0,31.96,809898.5,809898.5
3995,CERN,45,Cerner Corporation,Healthcare,Health Information Services,EQUITY,78.5,-1.6537203999999999,73.0,78.57,900,1200,24067315712.0,1517761.0,1672285.0,0.736392,2/10/21,306590016.0,306010443,0.00138,0.87241,13705381,7.9,0.050300002,53.556521999999994,2.8,4.3341146,5.457832,,0.17985001,34.091,0.28129998,77.30000000000001,1286014.0,2366883.0
3997,PROF,45,Profound Medical Corp.,Healthcare,Medical Devices,EQUITY,27.9,-0.6763992,0.0,27.87,800,800,542914432.0,90462.0,130828.0,1.740885, ,19626000.0,18069812,0.01924,0.47092998,339092,4.11,0,53.556521999999994,0,0,0,,-0.32801998,1.791,0,21.47000000000001,59853.5,214462.99999999997
3998,WCC,44,"WESCO International, Inc.",Industrials,Industrial Distribution,EQUITY,89.33,2.9503345000000003,0.0,0.0,800,900,4470323200.0,420649.0,355516.0,2.53255,2/9/21,50042800.0,43992649,0.0072,1.0012001,1570739,4.25,0.031600002,53.556521999999994,1.62,0.43415505,1.3879308,,0.049050003,165.774,0,77.30000000000001,341792.0,809898.5
3999,REG,44,Regency Centers Corporation,Real Estate,REITÑRetail,EQUITY,48.96,-0.30543990000000004,0.0,0.0,1300,1400,8307532800.0,1320169.0,1682914.0,1.085378,2/11/21,169680000.0,167342191,0.01086,0.97116,3620144,3.23,0.0294,53.556521999999994,16.04,7.8132215,1.3716974,,0.00791,69.016,5.2027,47.435,1286014.0,1286014.0
4000,IBEX,44,IBEX Limited,Technology,SoftwareÑApplication,EQUITY,20.14,5.445021,17.0,24.24,1300,1400,370338336.0,53916.0,27685.0,0,,18388200.0,4548216,0.69475,0.23747998,74383,1.68,0.013200001,53.556521999999994,0,0.88479364,4.548329,,0,159.119,0,15.61,18242.0,0.0
4001,VHI,44,"Valhi, Inc.",Basic Materials,Chemicals,EQUITY,17.91,-1.0497266,0.0,0.0,900,1100,506371232.0,13598.0,6128.0,1.83191,3/11/21,28273100.0,2383704,0.91546,0.02273,11839,0.68,0.0049,53.556521999999994,1.01,0.28986847,0.7709526,,0.06737,82.818,0.45389998,15.61,0.0,214462.99999999997
4002,VMC,44,Vulcan Materials Company,Basic Materials,Building Materials,EQUITY,154.18,0.8107691,0.0,0.0,800,800,20430544896.0,886916.0,694028.0,0.584845,2/16/21,132511000.0,132192009,0.00184,0.92072,1314410,1.49,0.0112,53.556521999999994,4.28,4.197029,3.4447472,,0.10717,62.923,0.2885,77.30000000000001,809898.5,2366883.0
4003,EVV,44,Eaton Vance Limited Duration Income Fund,Financial Services,Asset Management,EQUITY,12.71,0.3949462,12.7,12.71,1000,1200,1476228352.0,348067.0,355600.0,0.490394, ,116147000.0,0,0,0.45227,42255,0.11,0,53.556521999999994,0,12.621162,0.9636088,,-0.00259,34.56,0,12.1,341792.0,509925.50000000006
4004,RAMP,44,"LiveRamp Holdings, Inc.",Technology,Information Technology Services,EQUITY,79.54,-3.0118291,0.0,0.0,900,800,5274504192.0,705912.0,560114.0,1.252934,2/8/21,66312600.0,64515483,0.02795,0.98597,1467296,2.56,0.0299,53.556521999999994,41.66,12.801698,5.009763,,-0.07922,1.6,0,77.30000000000001,509925.50000000006,1286014.0
4005,ALGM,44,"Allegro MicroSystems, Inc.",Technology,Semiconductors,EQUITY,30.84,2.1530294,31.0,31.48,900,1000,5842144768.0,876217.0,724214.0,0,2/2/21,189434000.0,36831603,0.5709,0.29301,2615684,2.81,0.0867,53.556521999999994,4.95,9.890157,0,,0,4.333,0,21.47000000000001,809898.5,1286014.0
4009,UHT,44,Universal Health Realty Income Trust,Real Estate,REITÑHealthcare Facilities,EQUITY,62.86,2.0288916,0.0,0.0,1100,1000,865613632.0,57104.0,59142.0,0.808964,,13770500.0,12757147,0.07664,0.68635005,150810,2.31,0.018,53.556521999999994,0,10.975334,5.330281,,0.11691,184.803,1.8707001,47.435,18242.0,341792.0
4010,BRO,44,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,EQUITY,45.5,1.6305551999999999,45.16,45.76,1000,1000,12876682240.0,1025480.0,1558914.0,0.671291,,283004000.0,232128371,0.16992001,0.71206003,3429587,3.74,0.0167,53.556521999999994,2.56,4.940978,3.4298205,,0.13527,60.434,0.2056,31.96,809898.5,2366883.0
4011,ACH,44,Aluminum Corporation of China Limited,Basic Materials,Aluminum,EQUITY,8.58,6.056857599999999,8.58,8.69,900,900,8458885120.0,96604.0,77633.0,2.106914,,680907008.0,447539690,0,0.01559,9031,0.1,0,53.556521999999994,0,0,0.6537143,,0.01375,129.741,0,5.51,59853.5,1286014.0
4012,ACTG,44,Acacia Research Corporation,Industrials,Specialty Business Services,EQUITY,7.18,0.41957669999999997,7.1,7.21,1000,1100,353826816.0,757357.0,2033400.0,0.649946,,49279500.0,45477050,0.06022,0.67410004,1224200,1.78,0.025899999,53.556521999999994,-1,13.563338,1.7649951,,0.16409999,48.557,0,5.51,509925.50000000006,0.0
4013,GPI,44,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,EQUITY,159.16,7.526009599999999,158.73,158.68,800,900,2914888192.0,204506.0,246942.0,2.02508,,18314200.0,15726478,0.05175,1.05381,2286595,10.44,0.17889999,53.556521999999994,-2.85,0.26860872,1.9543701,,0.21181,187.376,0.0398,77.30000000000001,0.0,809898.5
4014,KMF,44,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",Financial Services,Asset Management,EQUITY,6.56,2.4999976000000004,6.57,6.71,1400,2200,309615584.0,266895.0,216042.0,0,,47197500.0,0,0.016339999,0.354,112592,0.39,0.0024,53.556521999999994,0,0,0,,0,0,0,5.51,214462.99999999997,0.0
4015,STKS,44,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,EQUITY,4.12,-0.24213628,0.0,0.0,1000,800,119760160.0,105719.0,59642.0,2.445037,11/5/20,29068000.0,19855774,0.32266998,0.32476002,106917,1.23,0.0066,53.556521999999994,-14.02,0.8029511,4.3970118,,0.55186003,645.218,0,2.65,59853.5,59853.5
4016,ETNB,44,"89bio, Inc.",Healthcare,Biotechnology,EQUITY,24.0,4.302476,22.2,23.99,1300,800,477093600.0,201035.0,227585.0,0,11/10/20,19878900.0,8443145,0.00595,0.95785004,996872,4.05,0.098900005,53.556521999999994,-0.42,0,0,,-0.49780998,0,0,21.47000000000001,0.0,214462.99999999997
4017,DL,44,China Distance Education Holdings Limited,Consumer Defensive,Education & Training Services,EQUITY,9.65,0.0,9.65,10.8,1100,1200,329903584.0,12911.0,20514.0,0.923692,12/16/20,33830100.0,10611272,0.35591,0.16407,14090,1.53,0,53.556521999999994,-3.23,1.5742829,4.1865506,,0.06492,37.23,0,9.36,0.0,0.0
4019,TGH,44,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,EQUITY,20.46,3.805175,0.0,0.0,900,800,1042393984.0,269975.0,329414.0,1.51334,,50947900.0,43696984,0.115930006,0.58548,1057440,4.4,0.0272,53.556521999999994,1.2,1.5684578,0.8527487,,0.04607,301.807,0,15.61,214462.99999999997,341792.0
4020,ICMB,44,"Investcorp Credit Management BDC, Inc.",Financial Services,Asset Management,EQUITY,5.05,-0.49260333,4.9,5.29,1200,2200,70230856.0,46806.0,24942.0,2.6889,2/9/21,13907100.0,0,0.01679,0.4336,34629,1.23,0.0045,53.556521999999994,0,2.13642,0.49748796,,-0.16943,153.438,0,2.65,18242.0,18242.0
4021,MLSS,44,Milestone Scientific Inc.,Healthcare,Medical Instruments & Supplies,EQUITY,3.48,6.42202,3.47,3.58,800,800,221653376.0,396208.0,432385.0,1.342049,,63693500.0,34076006,0.32558,0.116969995,2608751,5.07,0.053600002,53.556521999999994,0,40.110336,13.92,,-1.27107,6.059,0,2.65,341792.0,0.0
4022,GIM,44,Templeton Global Income Fund,Financial Services,Asset Management,EQUITY,5.57,-0.3577814,5.56,5.57,900,1300,747182080.0,735030.0,616271.0,0.301494,,134144000.0,0,0,0.51574004,169038,0.19,0,53.556521999999994,0,16.56108,0.8943481,,-0.07742,0,0,5.51,509925.50000000006,341792.0
4023,HZON,43,Horizon Acquisition Corporation II,Financial Services,Shell Companies,EQUITY,10.8,1.3133241000000002,10.77,10.88,800,900,708750016.0,332944.0,439028.0,0, ,52500000.0,0,0,0,49570,0.16,0,53.556521999999994,0,0,0,,0,2871.619,0,9.36,214462.99999999997,341792.0
4025,PWFL,43,"PowerFleet, Inc.",Technology,Communication Equipment,EQUITY,8.26,7.5520887000000005,0.0,0.0,800,800,288694432.0,173167.0,530257.0,1.80683,11/9/20,34950900.0,27359906,0.07541,0.56984,570627,3.05,0.0202,53.556521999999994,-0.72,2.4196596,0,,-0.13619,31.27,0,5.51,0.0,0.0
4026,INBX,43,"Inhibrx, Inc.",Healthcare,Biotechnology,EQUITY,41.26,5.74064,41.0,41.26,900,2900,1556013568.0,106462.0,64828.0,0,,37712400.0,14768926,0.34346,0.36655,701637,3.96,0.0299,53.556521999999994,0,149.97722,0,,-2.5935102,22.082,0,31.96,59853.5,509925.50000000006
4027,CMT,43,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals,EQUITY,12.39,-3.804346,12.39,12.42,800,1000,98771472.0,38150.0,35657.0,2.316435,11/5/20,7971870.0,6247090,0.14049,0.55978,19594,0.49,0.004,53.556521999999994,0,0.45343998,1.056086,,0.03892,41.688,0,12.1,18242.0,18242.0
4028,KNSA,43,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Biotechnology,EQUITY,23.03,7.5665617,22.98,22.99,800,1000,1567767296.0,355150.0,314514.0,-0.002301,11/5/20,31637400.0,26797738,0.06184,0.8731,3888023,11.25,0.13859999,53.556521999999994,0.14,0,4.362569,,-0.45713,0.431,0,21.47000000000001,341792.0,509925.50000000006
4029,LCII,43,LCI Industries,Consumer Cyclical,Recreational Vehicles,EQUITY,150.88,4.872461299999999,20.09,150.96,800,800,3795265792.0,122893.0,168228.0,1.633404,2/9/21,25154200.0,24485585,0.03416,0.96332,793529,6.75,0.044499997,53.556521999999994,1.14,1.47264,4.334636,,0.16764,84.212,0.4918,77.30000000000001,0.0,809898.5
